"TP53","CDKN1A","CDKN2A","SIRT1","RB1","TERT","CDK4","CDKN2B","MAPK1","MAPK14","MTOR","TERF2","UBC","CDK6","HMGA2","E2F1","CCNA2","MDM2","CXCL8","HSPA8","LMNB1","MAPK3","MAPKAPK5","ATM","CDKN1B","score"
"TCGA-E9-A1R7-01A-11R-A14M-07",25.8176,38.7481,2.2073,17.0638,60.3129,0.0099,38.9537,22.5032,132.5242,44.8577,81.6939,15.9767,572.1539,2.7455,0.031,21.2526,37.2138,34.0136,0.5471,1418.9838,73.7674,73.616,11.6333,7.3268,202.2098,0.389964192393303
"TCGA-E9-A1RD-01A-11R-A157-07",56.9557,43.9657,4.1544,36.092,49.3396,0.0895,52.1342,21.1506,80.9116,37.904,32.8495,22.9692,679.2019,3.8538,0.0767,10.3343,15.7265,26.4898,0.1721,1388.4755,59.0533,100.7044,9.6884,11.1445,94.2729,0.409335785025323
"TCGA-E9-A1RE-01A-11R-A157-07",52.857,180.6229,1.7802,27.4718,44.8869,0.1085,50.7908,11.4735,177.2673,46.4563,23.984,18.8347,654.0212,7.5965,0.0262,45.692,62.9926,17.9269,1.2356,1215.4611,70.3971,115.1494,9.0354,6.4924,136.0713,0.619527657295941
"TCGA-E9-A1RF-01A-11R-A157-07",19.2371,71.402,5.0767,17.5578,32.6911,0.0155,48.2036,17.3669,55.0893,28.5432,20.0447,21.0779,616.9434,4.3086,0.122,15.775,16.1614,12.9842,2.6283,575.9877,34.0793,71.7877,11.5706,4.1735,64.0241,0.501983934965644
"TCGA-E9-A1RG-01A-11R-A14D-07",6.3171,113.9875,7.4705,9.7525,11.4895,0.3408,69.5745,7.6299,62.4619,21.2296,11.0694,20.1781,670.7695,3.0785,0.0345,104.1662,24.1066,14.3425,1.9182,1665.5983,66.2558,169.344,7.9092,1.4693,108.1517,0.292961063260105
"TCGA-E9-A1RH-01A-21R-A169-07",27.7302,59.0724,10.5464,88.2263,65.9883,0.0261,75.6077,50.1463,125.6459,49.4117,24.7287,16.9506,550.4288,2.8382,0.4035,35.7125,112.2279,16.5865,69.6532,1027.3129,89.0173,129.8349,7.2881,11.0036,66.0649,0.796670860350334
"TCGA-E9-A22A-01A-11R-A157-07",57.4972,291.7885,8.8967,16.9177,39.4515,0.0341,43.927,27.5398,61.2236,32.6172,14.5442,21.8486,777.2598,11.5737,0.1019,21.2196,37.3361,19.2537,2.2208,844.814,35.7964,67.7282,12.7396,3.7943,92.6395,0.466386012452015
"TCGA-E9-A22B-01A-11R-A157-07",49.8058,261.9442,5.9432,42.8736,32.2912,0.0211,39.2123,24.7147,76.0162,22.1874,18.7091,19.8696,746.1083,3.1805,0.1023,8.289,18.1997,20.2591,2.1779,692.941,30.9167,82.446,9.1545,3.0746,68.6824,0.486660860027743
"TCGA-E9-A24A-01A-11R-A169-07",57.295,59.3885,5.1117,49.3602,76.9326,0.097,39.81,23.8911,79.9124,47.2891,27.7614,16.5546,599.5231,10.8611,0.1562,8.5988,14.9756,24.063,5.2808,1271.2138,44.0306,119.9703,9.9044,17.3436,252.901,0.412674602406529
"TCGA-E9-A295-01A-11R-A16F-07",40.2391,76.183,1.6505,27.0454,15.6729,0.0387,63.7037,20.687,81.0057,32.2925,14.4663,16.7467,724.623,6.1061,0.0659,25.9656,14.6394,14.5883,0.2387,1089.6085,49.4618,110.6028,10.6281,3.1153,182.9085,0.510274524984677
"TCGA-E9-A2JS-01A-11R-A180-07",30.8889,59.6327,7.7916,12.7431,25.8269,0.1609,61.541,15.0427,96.4114,26.6068,20.9454,14.7189,658.7231,2.2744,0.1124,70.1147,37.0328,17.5943,1.2527,1797.136,71.4929,99.0186,13.6076,2.8163,201.2629,0.402093615923094
"TCGA-E9-A2JT-01A-22R-A18M-07",54.398,41.5559,3.0407,34.2066,44.0832,0.313,46.0416,26.5217,96.9219,41.8015,27.3375,29.478,537.5988,11.8474,0.0077,12.2273,19.429,14.0118,0.4138,828.4046,69.2723,61.3325,8.5639,37.445,164.5343,0.643859479338043
"TCGA-E9-A3Q9-01A-11R-A21T-07",20.2375,45.466,6.8863,20.1073,33.2407,0.0394,21.9815,13.746,41.2266,17.1981,9.9108,12.9412,407.8396,1.3471,0.0103,2.1828,1.9528,11.2626,0.8857,283.001,13.2401,37.8363,4.9442,6.868,44.9344,0.651964243824071
"TCGA-E9-A54X-01A-11R-A266-07",27.9565,410.5271,11.1352,25.8906,34.3291,0.3708,46.0842,2.881,44.4935,27.091,17.9564,20.3567,565.7641,8.5115,0.0364,20.9437,17.5063,22.8103,5.3511,841.6143,46.9756,110.7528,10.8699,7.4302,397.7838,0.402973061401743
"TCGA-E9-A54Y-01A-11R-A466-07",27.6748,19.1595,6.521,4.7406,5.0098,0.1398,5.4944,4.7191,12.1214,15.287,5.9219,5.7408,319.9642,0.1849,0.011,80.5957,13.6981,15.6577,0.493,46.4067,28.896,94.5926,4.3464,1.7843,79.1868,0.28310200219454
"TCGA-E9-A5FK-01A-11R-A27Q-07",46.7762,62.1247,6.0729,7.5071,10.6788,0.0309,35.7237,8.3217,25.86,19.8091,8.9871,11.5783,477.13,4.6126,0.0162,10.5385,3.1503,10.8438,0.354,467.2123,14.2134,65.4179,5.8081,2.982,117.1285,0.303767863479467
"TCGA-E9-A5FL-01A-11R-A27Q-07",52.4146,171.0325,1.3567,4.8033,15.1742,0.1922,12.2348,4.043,37.1941,13.9787,9.0512,12.4385,652.5448,6.3033,4.0143,14.4286,9.9173,7.7276,20.9998,168.4238,21.6471,38.8535,4.4072,2.8413,21.6468,0.34550767447754
"TCGA-E9-A5UP-01A-11R-A28M-07",32.7147,155.5956,3.1512,24.527,16.6578,0,45.7759,3.6287,71.0062,27.827,18.2863,15.9914,818.3281,0.5091,0.0584,14.0075,6.4024,16.4081,19.9395,990.0713,8.152,297.2073,8.3445,5.3121,125.0663,0.44318145366847
"TCGA-EW-A1IW-01A-11R-A13Q-07",47.5853,265.8292,4.3002,39.6889,46.6871,0.148,88.4822,22.8,152.348,55.4774,22.5214,21.8554,934.3739,8.7002,0.1054,44.0234,53.6984,24.8661,10.862,1418.2572,117.9021,68.9125,12.119,8.6595,311.0093,0.583841414239169
"TCGA-EW-A1J3-01A-11R-A13Q-07",34.9838,87.0128,1.8579,41.681,42.3198,0.0393,24.2325,13.4816,89.5872,28.8643,21.3603,11.1007,526.1115,2.5189,0.1391,20.1162,21.471,17.3247,6.7388,432.7056,81.6647,57.4205,9.5713,5.3457,287.6716,0.478886415690829
"TCGA-EW-A1J6-01A-11R-A13Q-07",25.7015,49.043,8.9854,7.3001,27.8387,0.1295,6.6924,4.3529,20.1203,11.6514,4.0517,7.2547,220.0893,0.7751,0.0528,10.8441,5.4988,20.0102,0.4694,57.1239,19.1157,17.5888,5.4368,2.7858,29.7659,0.137552824284654
"TCGA-EW-A1OY-01A-11R-A144-07",8.8657,47.3041,25.9464,25.9635,13.4693,0.0133,59.9764,9.539,101.0396,20.0029,20.9268,29.3474,858.6458,1.4652,0.0891,60.4675,38.7517,13.0234,2.117,754.891,54.4921,93.3166,7.8136,3.434,113.7083,0.375576631504242
"TCGA-EW-A1P1-01A-31R-A14D-07",57.8138,393.2101,7.3894,31.2987,39.0012,0.0584,61.8756,33.2907,94.0541,38.4574,24.5054,21.1799,731.7057,13.0774,0.1377,9.1934,19.0686,16.049,19.9663,994.6909,33.7737,80.2239,8.2567,8.6706,61.3881,0.444949837091519
"TCGA-EW-A1P5-01A-11R-A144-07",39.8701,224.3912,10.6834,23.2819,37.5819,0.4909,75.2618,13.7294,62.1061,35.172,30.6748,40.1805,1219.656,3.8661,0.1632,22.7147,19.9846,26.3142,0.9651,1631.8814,95.0053,83.167,11.4701,6.9342,204.2269,0.399706442143295
"TCGA-EW-A1P6-01A-11R-A144-07",65.9133,160.1916,6.3886,18.2798,33.2699,0.3678,54.0702,25.364,65.8611,37.272,29.7783,11.9949,552.3673,19.3541,0.0693,21.4641,23.7365,19.1943,0.9724,929.3961,51.5136,131.0215,10.1791,6.7295,108.9855,0.292364269815155
"TCGA-EW-A1PB-01A-11R-A144-07",74.6596,109.2931,74.3829,11.4925,30.4947,0.7014,58.6991,67.6138,49.9244,25.67,14.0603,16.4184,753.2904,25.2853,0.0109,63.8791,43.1055,10.9129,3.5872,1040.6807,66.353,64.1979,9.2017,4.1482,44.0508,0.448900889226411
"TCGA-EW-A1PC-01B-11R-A21T-07",62.218,124.9593,47.474,23.3798,31.8929,1.4502,103.8253,20.4942,82.5243,28.6677,29.9131,25.2665,859.5094,1.6278,0.2415,257.9854,80.1222,10.2835,0.6252,851.4356,223.783,91.3944,8.5946,5.2397,127.3299,0.387656871798609
"TCGA-EW-A1PD-01A-11R-A144-07",54.8296,217.8879,11.2828,29.9634,21.5373,0.1024,72.0988,28.2966,118.8541,44.2964,42.0505,24.4043,704.5423,7.394,0.1966,58.2968,42.7079,40.616,1.7442,1031.2525,90.3702,87.1162,13.3245,8.4482,47.3299,0.463321397464434
"TCGA-EW-A3E8-01B-11R-A24H-07",35.5124,126.9327,11.2589,22.4087,28.8779,0.099,65.0062,26.5324,63.8447,27.8532,20.618,13.8464,554.9169,3.179,0.0486,24.3363,8.9712,13.4641,1.5698,383.7363,55.093,129.2626,8.417,9.3185,229.0152,0.248298332204265
"TCGA-EW-A3U0-01A-11R-A22K-07",33.2138,81.3955,36.9261,19.8104,11.7061,0.9794,46.1252,10.8354,68.4153,25.8495,14.9946,14.5808,553.0155,16.0506,0.7085,51.9215,19.8665,9.1522,2.6408,666.2014,104.5255,61.8652,5.3646,9.8047,122.6453,0.285912448788671
"TCGA-EW-A423-01A-11R-A24H-07",34.6118,46.2685,3.6675,18.0893,30.134,0.2924,21.3184,4.7272,25.7529,15.0372,8.7694,11.471,479.2152,1.0082,0.0295,37.9187,7.204,11.6843,0.1982,150.1321,30.5321,99.7587,5.55,3.3063,126.3774,0.258121229717088
"TCGA-EW-A6SB-01A-12R-A32P-07",53.3698,26.7743,0.796,7.662,12.8077,0.2411,50.7146,0.1308,19.7194,16.2499,6.9354,10.7502,241.9527,16.2493,0.0032,15.6529,18.2485,6.5168,1.5725,319.1009,22.8656,26.298,4.3526,2.8191,85.1575,0.445885351140359
"TCGA-EW-A6SC-01A-12R-A32P-07",33.9176,208.957,7.4689,35.5932,45.7764,0.4698,61.6637,20.9731,72.9825,31.9099,23.5844,15.1972,745.5135,6.5413,0.2295,25.0388,37.5041,15.4895,67.4167,1299.7571,77.4898,104.0611,10.3458,6.9383,243.6286,0.414626278267041
"TCGA-GI-A2C8-01A-11R-A16F-07",13.1507,85.5499,8.5786,15.5319,40.9522,0,58.6074,24.3898,79.5291,24.7906,18.1723,14.869,722.3378,24.9508,0.0757,3.2167,2.2491,10.249,1.8686,412.577,7.6949,116.4681,5.9758,9.0874,192.0278,0.572179747733798
"TCGA-GM-A2D9-01A-11R-A18M-07",49.2068,110.2385,17.1182,19.771,27.0324,0.0495,51.0061,56.4699,49.9741,16.4137,16.066,8.6147,600.6454,2.0586,0.0518,9.4389,7.5339,29.0544,3.3148,192.8762,24.5149,121.9043,3.9802,3.734,126.3634,0.279057388948031
"TCGA-GM-A2DB-01A-31R-A18M-07",8.2835,45.5421,15.5748,10.5652,10.9096,0.2595,12.4981,19.034,25.9514,8.7036,13.3704,11.9371,851.0344,3.3614,0.0177,21.8731,17.4985,6.7591,7.5764,118.7109,54.1752,41.8483,4.4962,3.061,54.3923,0.503693667537662
"TCGA-GM-A3NW-01A-21R-A22K-07",35.0305,88.0912,7.863,25.4607,20.1573,0.1533,41.976,16.8316,70.0357,21.2335,14.6067,17.3076,551.1362,1.6508,0.0161,24.3312,9.2453,11.938,0.3782,392.5599,23.2272,91.1236,8.5321,5.4453,175.8595,0.242265879544501
"TCGA-GM-A3NY-01A-11R-A21T-07",53.2858,31.7889,6.0976,18.9112,30.9366,0.0951,8.5405,24.9159,22.1763,14.2292,11.6826,8.9305,337.5006,3.5556,0.0107,10.9744,7.5521,15.8778,1.5628,65.8905,21.7537,52.1899,3.4424,6.5604,133.1082,0.135988257685732
"TCGA-GM-A4E0-01A-12R-A266-07",27.1362,175.4595,8.0432,16.4914,30.0266,0.1294,21.6299,22.2651,37.8248,20.8887,8.1483,9.8382,635.8905,4.2923,0.113,6.0772,2.5097,12.3397,0.7225,144.932,9.3042,83.1943,6.11,5.5589,92.7451,0.206200200006452
"TCGA-GM-A5PV-01A-11R-A28M-07",57.937,85.2297,6.4591,26.4228,29.0412,0.0223,47.2361,11.2625,72.6308,23.359,16.3099,12.2747,454.3113,1.8942,0.0044,9.7692,4.6017,23.7874,1.1178,341.8211,21.2289,96.7022,8.2304,5.0394,129.8502,0.11300364527888
"TCGA-GM-A5PX-01A-12R-A28M-07",35.0614,108.8071,20.6048,28.3258,17.2861,0.0825,56.4103,43.4067,62.0898,29.5081,13.3864,14.4558,546.8717,3.1107,0.0925,6.8952,2.2837,14.1865,1.962,639.3013,7.9845,110.7046,11.6876,5.4354,236.2381,0.231426820220007
"TCGA-LD-A74U-01A-13R-A33J-07",44.9704,121.0928,6.9478,28.4318,28.6141,0.1083,69.8618,24.3928,81.5819,40.6348,25.0848,16.3323,585.6913,7.9722,0.0945,18.5066,16.3536,16.3751,1.0815,640.1271,51.5379,98.7645,6.8836,9.3026,129.2231,0.132536533436562
"TCGA-LD-A9QF-01A-32R-A41B-07",34.9689,260.7136,6.4203,13.1481,24.3297,0.0335,49.4391,9.2791,56.942,28.0751,13.1909,13.6926,608.4851,12.3576,0.1185,13.1584,16.4921,14.7544,22.3393,747.4197,33.9638,63.5644,6.5728,7.0838,93.6057,0.416819897416046
"TCGA-LL-A440-01A-11R-A24H-07",42.412,209.6001,4.2744,27.2519,28.2781,0.0565,52.6989,15.0039,76.7286,32.4276,22.1469,20.5728,393.7613,8.9558,0.2145,18.2089,11.2544,24.3775,3.9074,572.497,14.5102,79.0535,7.6003,11.0438,106.6916,0.144246588599632
"TCGA-LL-A441-01A-11R-A24H-07",101.4643,45.6248,2.7291,17.6317,33.6763,0.7991,111.0818,8.4549,98.5547,45.836,19.0301,28.7303,669.2337,22.6969,0.3031,37.151,35.4567,14.1793,0.6071,748.9896,46.7395,65.5313,16.2761,20.7255,167.6743,0.350075808897061
"TCGA-LL-A50Y-01A-11R-A266-07",41.786,49.0796,8.7611,12.39,18.7254,0.1065,51.454,9.2746,39.6959,20.8179,13.4811,14.3521,497.5776,0.9196,0.0956,27.9506,6.9139,13.1237,4.3434,837.159,25.9748,130.5387,8.6768,2.5879,171.5233,0.318429626762154
"TCGA-LL-A5YL-01A-12R-A29R-07",50.4635,109.9164,10.5144,10.1093,17.1916,0.052,35.2927,19.5783,48.1775,24.0066,6.0846,10.4824,538.8174,8.8315,0.0204,33.2979,13.8574,15.0229,2.3355,938.2839,31.242,82.4944,9.1293,2.6196,118.7203,0.447014419819994
"TCGA-LL-A5YM-01A-11R-A28M-07",23.8622,165.384,22.461,4.1836,5.3621,0.0804,40.0845,7.1379,33.4716,16.917,6.4016,19.5742,516.5591,0.6658,0.0039,50.6598,14.1996,11.5887,0.5313,653.7327,38.0669,80.9314,5.4591,0.8836,34.7388,0.406413287954047
"TCGA-LL-A6FP-01A-11R-A31O-07",44.1763,66.4105,3.0274,10.7891,8.8138,0.0742,66.1998,4.4044,27.0034,16.6041,7.1339,13.6514,530.3748,0.311,0.0194,29.3719,3.0368,11.228,0.0218,589.9924,10.3434,213.7766,15.3936,0.6941,176.9621,0.301875988246125
"TCGA-LL-A6FQ-01A-11R-A31O-07",30.5562,100.35,4.819,10.5826,12.7673,0.0515,53.5921,5.4885,32.4706,10.4543,7.3904,18.9099,643.8622,0.9168,0.0283,28.3834,8.7436,12.7291,1.1167,1015.5905,21.7211,107.4399,8.3087,1.1479,111.7674,0.162698796735378
"TCGA-LL-A73Y-01A-11R-A33J-07",20.4894,75.9402,4.6003,28.9045,41.137,0.8688,52.2578,11.8934,91.7352,41.5626,27.1414,22.3994,976.532,19.9342,0.1536,20.362,25.6873,14.6093,2.5842,644.0914,32.5424,57.0694,9.4046,11.4306,118.8523,0.64881125197587
"TCGA-LL-A740-01A-21R-A32P-07",26.6561,415.6909,10.9252,25.2359,32.4447,0.0117,84.2184,68.4774,83.9139,39.3918,30.79,14.6481,983.7875,15.5009,0.2397,19.6781,19.9959,22.3671,15.451,1811.3932,42.2578,62.2536,10.4049,4.896,45.1199,0.58605116294074
"TCGA-LL-A7T0-01A-31R-A352-07",63.355,283.747,9.6841,20.4717,6.5997,0.3824,84.2872,11.4547,55.2922,32.3829,17.9497,15.988,828.377,2.5128,0.0881,123.6416,29.1715,26.8912,4.8109,485.6557,99.9278,127.7316,14.5716,3.0504,82.7118,0.486015677925094
"TCGA-LL-A8F5-01A-11R-A36F-07",38.6172,89.324,114.0802,3.9569,2.6323,0.1185,47.0126,40.1773,33.0809,20.0715,5.1236,23.6503,381.5477,1.3838,0.0683,85.7275,26.9512,4.2409,5.3493,431.8783,41.1967,57.4461,3.9226,1.4434,31.1176,0.35916950038183
"TCGA-LL-A9Q3-01A-11R-A41B-07",23.1855,115.6706,6.6619,7.7853,12.7269,0.2099,54.3729,16.2491,50.9261,22.9246,11.3848,16.2989,634.0715,5.436,0.0825,24.135,5.1614,8.2365,0.1306,832.9958,16.0189,279.0954,8.833,1.1818,34.1758,0.370237749604826
"TCGA-LQ-A4E4-01A-11R-A266-07",55.0876,28.9053,28.2281,22.8061,20.1768,0.2954,52.1041,36.7011,42.787,28.3311,14.1099,10.2868,466.2715,1.2791,0.0111,41.6967,32.4836,17.1332,0.5579,760.7262,74.3307,70.4694,12.2056,6.0691,12.8881,0.396996677312171
"TCGA-OL-A5D6-01A-21R-A27Q-07",40.2337,44.9696,17.6398,16.3381,23.595,0.0348,63.6106,22.1747,57.7414,19.0998,20.7382,9.0832,548.1951,8.0207,0.0137,12.7253,9.0866,9.2176,10.6315,623.4759,25.982,50.407,7.5389,4.6235,40.9723,0.557872834607568
"TCGA-OL-A5D7-01A-11R-A27Q-07",160.5831,46.1187,263.7063,16.167,10.6912,2.8482,97.0562,7.498,35.4379,21.0661,28.7987,31.6092,535.0513,11.4358,0.0198,93.9379,54.9505,7.6393,0.5665,376.3414,77.8308,44.2069,12.9503,4.5498,64.4555,0.378899319332882
"TCGA-OL-A5DA-01A-11R-A27Q-07",38.3361,141.5397,20.2534,29.4427,23.8531,0.0134,54.6426,32.1421,81.6584,37.5067,26.6551,16.4937,709.2812,4.8364,0.2323,12.3628,10.2779,21.3689,1.4569,420.5555,37.7104,104.3014,13.202,5.8255,218.9829,0.267169908706732
"TCGA-OL-A5RU-01A-11R-A28M-07",41.4099,156.8334,6.7404,24.7134,21.9517,0.0715,42.2952,13.0226,69.0983,27.9967,21.0073,22.3501,743.3156,2.9816,0.0234,9,5.959,14.3497,3.4046,462.0011,20.0695,77.0857,8.6816,9.0407,133.9019,0.38806090519049
"TCGA-OL-A5S0-01A-11R-A28M-07",30.1436,103.5552,132.4945,13.6417,5.4291,0.478,70.6657,18.5367,60.6794,43.0338,11.441,16.6193,684.1386,5.4372,0.059,60.1775,28.5415,6.9927,15.9982,935.493,83.128,90.0037,8.5978,2.515,93.1205,0.392213478309895
"TCGA-OL-A66H-01A-11R-A29R-07",64.4432,122.4781,7.3995,24.9395,44.171,0.0492,53.3717,6.1315,65.051,27.4666,16.3171,25.2538,642.5818,3.2408,0.0145,24.0518,16.5524,16.1163,2.6654,1245.1575,44.2515,143.2938,9.5077,6.0446,38.7296,0.680812284267235
"TCGA-OL-A66J-01A-11R-A29R-07",52.4104,105.4812,7.9603,29.9678,27.9777,0.0385,45.9987,23.8213,64.4748,30.2943,9.6332,15.4829,640.7656,2.8559,0.0908,23.6429,6.8851,26.9293,1.5272,580.1283,16.2721,182.7866,14.5666,3.4056,243.7742,0.390851317784445
"TCGA-OL-A66K-01A-11R-A29R-07",67.9931,169.825,14.6979,37.5699,19.8275,0.0558,47.6589,37.2561,72.2202,34.2335,17.3133,22.1743,455.3217,2.798,0.1369,19.264,7.2067,15.2724,1.511,414.9641,28.1414,133.3216,11.1283,7.2574,167.0916,0.251508113164941
"TCGA-OL-A66L-01A-12R-A31O-07",32.3362,112.9472,7.7516,6.9673,9.3612,0.0766,43.1199,7.8364,23.8448,14.416,8.8389,10.1962,723.4317,2.2066,0.0215,14.5176,3.8886,8.4904,1.3595,568.5814,9.6976,102.6439,8.0365,1.7219,112.9386,0.146020839381916
"TCGA-OL-A66P-01A-11R-A31O-07",13.3923,185.5136,2.4635,3.2968,5.1706,0.1477,46.088,2.1281,12.7191,9.31,5.1828,6.7869,260.9249,2.0189,0.0427,25.0081,9.0755,9.6284,1.0275,235.1259,24.723,36.7959,3.4929,1.3302,41.2598,0.511644957647309
"TCGA-OL-A97C-01A-32R-A41B-07",47.9791,175.6697,2.2463,21.455,26.4691,0.3252,70.6388,5.0372,70.1394,33.8239,19.1929,22.9839,1151.8645,17.7106,1.4392,27.9095,14.711,12.3775,0.7451,391.0692,41.2244,80.4156,10.6573,11.5094,125.5342,0.39798058001871
"TCGA-PE-A5DC-01A-12R-A27Q-07",42.3197,133.2621,3.7438,18.7484,22.371,0.234,46.826,8.8149,37.3972,30.2245,10.9072,14.6737,666.3694,1.7337,0.0209,51.7052,28.4803,21.5045,1.7998,365.8626,87.9205,138.6954,11.9283,3.3402,186.5348,0.24214281345031
"TCGA-PE-A5DD-01A-12R-A27Q-07",47.5666,70.6626,11.1112,19.4285,15.0049,0.1974,47.4715,23.9016,40.8698,26.7377,18.4307,14.8535,562.5218,7.8625,0.0259,29.9219,7.4289,9.821,0.7308,355.2379,52.3533,132.2218,8.8637,3.3048,125.399,0.465692441691667
"TCGA-S3-A6ZF-01A-32R-A32P-07",35.36,241.6792,4.4337,32.7775,56.8183,0.1599,57.1194,15.3162,87.8869,42.8968,22.9491,18.6125,895.9787,26.0389,0.0628,44.3537,46.7238,30.0505,1.8317,1272.4397,70.1627,95.8711,15.544,7.5303,182.0512,0.394141746507952
"TCGA-S3-A6ZG-01A-22R-A32P-07",104.9743,108.3954,4.5891,44.3534,30.6445,0.3032,69.1277,23.431,83.2845,30.3478,20.9132,16.0531,572.4529,2.8426,0.0616,31.6658,48.4786,21.5525,7.0503,753.1222,121.2707,162.7343,15.9042,9.4026,445.6182,0.359059969676441
"TCGA-S3-AA0Z-01A-11R-A41B-07",167.1375,62.6628,149.7223,14.9828,79.3591,0.0333,86.1763,156.0922,44.3841,44.4977,31.7938,15.2504,460.8303,1.9536,0.0044,133.3061,164.6514,17.8289,2.6111,414.6677,172.9272,129.1032,11.6461,7.0609,189.3569,0.885536700071635
"TCGA-S3-AA10-01A-21R-A41B-07",22.258,139.6666,97.0935,23.7488,30.6934,0.3477,127.1552,34.4627,51.3651,33.9634,22.0537,17.2061,524.51,34.5203,0.1921,74.8717,129.7757,20.707,16.6346,1084.6816,179.1144,42.6912,6.2828,7.0991,145.7556,0.646843101992802
"TCGA-S3-AA11-01A-31R-A41B-07",78.9229,121.9733,4.7158,28.1194,35.8035,1.517,74.831,13.853,88.1809,35.9497,37.0961,25.9033,608.3406,2.3701,0.0715,25.9744,18.5304,21.1099,1.083,803.5379,57.3511,69.1496,13.3079,8.2323,187.9157,0.100858092196522
"TCGA-S3-AA12-01A-11R-A41B-07",48.141,258.8431,8.0443,24.7238,21.7362,0.1246,56.5827,17.1472,96.6053,31.4464,29.4311,16.5593,605.9217,0.8512,0.0122,43.7984,22.1079,20.5108,2.0587,553.8185,47.6805,283.5271,12.2449,4.5988,201.8095,0.412912878733797
"TCGA-S3-AA17-01A-11R-A41B-07",27.0049,66.5193,4.4904,12.0978,19.6203,0.2575,47.0593,5.6174,84.9727,22.6073,14.2221,12.1551,565.8547,3.7087,0.0412,24.0937,22.2909,20.9277,0.5043,461.4326,24.1801,80.9842,4.9225,7.7293,82.1647,0.620068389302881
"TCGA-UL-AAZ6-01A-11R-A41B-07",58.808,74.2592,4.7607,10.8208,11.324,0.3132,67.0965,3.6844,25.4545,19.4561,14.9855,19.1425,540.2336,3.2417,0.5764,66.2523,10.1046,15.789,6.4515,1192.2008,41.2244,94.6744,8.5489,3.009,91.8549,0.491886835059195
"TCGA-UU-A93S-01A-21R-A41B-07",45.5378,28.6809,25.7932,7.6139,23.8631,0.0436,33.8052,8.6014,36.541,18.4441,16.5904,12.5647,480.5139,8.0329,0.0228,69.9944,34.0864,5.3727,3.1117,454.3723,55.0462,65.4073,6.1412,2.512,28.8726,0.633810768089293
"TCGA-V7-A7HQ-01A-11R-A33J-07",46.2035,209.8714,7.9518,3.999,4.0923,0.2527,30.2926,6.4516,14.5268,15.7343,10.0735,10.6744,385.7283,2.6097,0.0794,21.8841,3.6475,14.0168,0.5011,790.444,8.1327,253.4335,4.8833,1.3385,104.6918,0.235152746862802
"TCGA-W8-A86G-01A-21R-A36F-07",32.8206,157.9512,14.1378,20.98,23.4317,0.1101,40.3507,23.6529,58.2535,22.1548,19.6443,12.8443,459.8487,4.8073,0.0216,9.3609,6.3461,21.2395,1.1647,391.2573,12.8081,88.3992,6.3284,6.9368,159.2661,0.0607761540694861
"TCGA-WT-AB44-01A-11R-A41B-07",32.2951,175.7985,9.6929,6.1012,8.4877,0.0244,8.3704,4.9416,16.2749,9.6327,4.6796,7.068,545.6933,4.5916,0.5792,1.4213,1.1026,7.8319,1.1921,114.9416,4.5869,36.178,4.6098,2.1433,53.8025,0.347495080486467
"TCGA-XX-A89A-01A-11R-A36F-07",43.4235,116.2451,11.8342,24.2073,29.8364,0.3929,52.9989,40.2193,61.7966,37.1833,16.5096,14.7384,567.7005,6.1067,0.0257,24.6717,12.1037,16.5059,4.1899,499.3722,48.8492,83.7227,10.2924,8.0231,163.5259,0.334849511274557
"TCGA-Z7-A8R5-01A-42R-A41B-07",65.1779,125.5103,7.165,11.725,13.4641,0.0405,47.9831,9.9986,36.3116,21.8046,10.1474,13.9704,623.517,3.2024,0.0106,9.7831,4.57,10.0046,4.6086,462.9438,15.0599,81.0138,8.0979,2.6669,63.9601,0.48237039904513
